Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:29.6,00:26.0,0.12,3,0,0:04:16,0:03:45,0:03:36,206.40625,224,182.2055601,--,--,68,9
2,01:30.8,00:50.0,0.08,0,3,0:19:09,0:10:32,0:04:03,80.265625,224,104.6765561,--,--,66.0875,8
3,00:30.6,00:29.0,0.12,3,0,0:04:11,0:03:58,0:03:48,192.546875,219,199.1668691,--,--,64.4,10
4,01:30.2,01:14.0,0.06,0,3,0:24:06,0:19:46,0:03:54,65.703125,221,101.6723416,--,--,63.71891892,6
5,00:30.7,00:28.0,0.12,3,0,0:04:16,0:03:53,0:03:48,173.84375,219,216.9606363,--,--,62.6,10
6,01:32.4,01:17.0,0.08,0,3,0:19:42,0:16:25,0:04:05,64.234375,214,127.164481,--,--,62.6,9
7,00:30.5,00:27.0,0.12,10,0,0:04:12,0:03:43,0:03:41,158,222,242.0311317,--,--,62.6,10
8,05:05.8,04:54.0,0.26,7,10,0:19:19,0:18:37,0:04:09,64.6875,196,128.7190813,--,--,60.45102041,27
9,00:30.8,00:28.0,0.12,3,0,0:04:13,0:03:50,0:03:56,177.03125,219,214.9862267,--,--,60.8,10
10,01:30.7,01:11.0,0.06,0,7,0:23:45,0:18:36,0:03:58,64.5625,194,104.8845991,--,--,60.8,6
11,00:30.9,00:28.0,0.12,3,0,0:04:09,0:03:46,0:03:37,13.8125,214,2802.437883,--,--,60.8,10
12,01:31.9,01:31.0,0.08,0,3,0:18:30,0:18:20,0:04:01,81.21875,214,107.0396545,--,--,60.08791209,9
13,00:29.9,00:28.0,0.12,3,0,0:04:06,0:03:50,0:03:41,0,0,--,--,--,60.60714286,9
14,01:41.3,01:25.0,0.08,3,10,0:20:56,0:17:34,0:03:51,59.0625,170,130.1349456,--,--,59,9
15,00:29.2,00:26.0,0.12,7,0,0:04:03,0:03:36,0:03:15,184.34375,227,215.5401472,--,--,59,9
16,01:16.1,00:56.0,0.05,0,7,0:27:49,0:20:29,0:03:43,58.53125,225,98.76816569,--,--,57.52142857,4
Summary,19:40.6,19:10.0,1.72,46,46,0:11:27,0:11:09,0:03:15,83.484375,227,198.7507173,--,--,61.31515665,155
Average,00:30.3,,,,,,,,,,,,,,
