Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:34.5,00:30.0,0.12,10,7,0:04:48,0:04:11,0:04:12,173.296875,210,193.1088003,--,--,44.6,11
2,01:44.5,01:39.0,0.1,0,3,0:17:57,0:17:00,0:04:50,63.984375,194,140.093301,--,--,44.6,10
3,00:32.9,00:29.0,0.12,10,7,0:04:36,0:04:10,0:04:06,136.84375,210,254.8995693,--,--,44.84827586,10
4,01:48.7,01:39.0,0.11,0,3,0:16:17,0:14:50,0:04:12,79.828125,210,123.7618653,--,--,46.4,11
5,00:31.2,00:31.0,0.12,3,0,0:04:17,0:04:16,0:03:36,176.1875,210,212.942528,--,--,46.4,10
6,01:48.5,01:45.0,0.11,0,3,0:16:22,0:15:51,0:04:02,70.53125,188,139.3237712,--,--,45.01142857,11
7,00:32.6,00:31.0,0.12,10,3,0:04:31,0:04:17,0:04:01,163.0625,209,218.1889928,--,--,44.6,11
8,04:08.4,02:52.0,0.17,10,13,0:24:57,0:17:17,0:04:14,50.421875,205,127.8836895,--,--,45.14878049,17
9,00:30.5,00:30.0,0.12,7,0,0:04:17,0:04:13,0:03:52,182.578125,208,205.437289,--,--,46.4,10
10,01:48.4,01:16.0,0.11,0,10,0:15:52,0:11:10,0:04:02,81.921875,208,123.770167,--,--,44.74210526,12
11,00:31.6,00:27.0,0.11,3,0,0:04:35,0:03:56,0:04:00,189.671875,210,184.5467566,--,--,44.6,10
12,01:51.1,01:14.0,0.1,0,0,0:18:13,0:12:08,0:04:07,66.453125,210,132.8735816,--,--,44.6,11
13,00:31.5,00:31.0,0.12,0,0,0:04:23,0:04:19,0:03:48,142.5625,217,256.9680045,--,--,44.6,10
14,01:56.2,01:51.0,0.09,0,3,0:20:26,0:19:30,0:04:17,66.328125,203,118.801375,--,--,43.07567568,9
15,00:28.1,00:27.0,0.11,33,10,0:04:13,0:04:03,0:02:52,186.578125,246,203.8806843,--,--,43.6,8
16,00:39.3,00:27.0,0.04,0,20,0:16:47,0:11:32,0:03:33,65.34375,246,146.6891685,--,--,44.12,3
Summary,19:56.9,17:10.0,1.77,85,82,0:11:14,0:09:40,0:02:52,87.390625,246,148.058745,--,--,44.83177258,164
Average,00:31.6,,,,,,,,,,,,,,
