Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:01:11.776,00:01:11.00,0.21,0,0,0:05:39  ,0:05:35  ,0:04:46  ,183.203125,203.0,155.3387120970066,--,--,77.0,24
2,00:01:20.260,00:00:06.00,0.02,0,0,1:10:14  ,0:05:15  ,0:05:29  ,33.171875,195.0,69.05113405257163,--,--,77.0,2
3,00:01:12.629,00:01:10.00,0.21,0,0,0:05:43  ,0:05:30  ,0:04:33  ,181.078125,207.0,155.48465568210318,--,--,76.28,24
4,00:01:20.692,00:00:05.00,0.03,0,0,0:50:31  ,0:03:07  ,0:05:15  ,37.28125,191.0,85.42370247900317,--,--,75.2,3
5,00:01:10.874,00:01:10.00,0.21,0,0,0:05:31  ,0:05:27  ,0:04:39  ,182.34375,202.0,159.66812651832552,--,--,75.2,24
6,00:01:20.594,00:01:17.00,0.05,0,3,0:27:01  ,0:25:48  ,0:05:17  ,85.78125,193.0,69.49058795715075,--,--,73.4,4
7,00:01:11.414,00:01:08.00,0.22,0,0,0:05:30  ,0:05:15  ,0:04:43  ,181.9375,204.0,160.42165425883235,--,--,73.4,24
8,00:01:15.147,00:00:06.00,0.03,0,0,0:49:02  ,0:03:55  ,0:05:34  ,46.5625,189.0,70.47662531100801,--,--,71.76875000000001,2
9,00:01:11.889,00:01:09.00,0.22,0,0,0:05:30  ,0:05:17  ,0:04:44  ,181.03125,200.0,161.242881887267,--,--,71.6,25
10,00:01:17.639,00:01:02.00,0.03,0,0,0:43:29  ,0:34:43  ,0:05:17  ,50.796875,194.0,72.88874820583735,--,--,71.6,3
11,00:01:12.494,00:01:08.00,0.22,0,0,0:05:34  ,0:05:13  ,0:04:42  ,180.65625,200.0,159.73434546014371,--,--,71.6,25
12,00:02:41.190,00:01:22.00,0.04,0,0,1:10:03  ,0:35:40  ,0:05:22  ,35.734375,189.0,64.22889895987694,--,--,71.6,3
13,00:01:10.920,00:01:07.00,0.23,0,0,0:05:13  ,0:04:56  ,0:04:39  ,193.84375,209.0,158.7529420977756,--,--,71.6,25
14,00:01:21.103,00:00:05.00,0.02,0,0,1:16:00  ,0:04:40  ,0:05:08  ,22.328125,196.0,94.92633510060656,--,--,71.6,2
15,00:01:10.710,00:01:09.00,0.21,0,3,0:05:29  ,0:05:21  ,0:04:20  ,180.21875,206.0,162.6035090793075,--,--,71.6,24
16,00:01:14.905,00:00:06.00,0.03,0,0,0:44:34  ,0:03:34  ,0:05:13  ,53.3125,194.0,67.73222238294474,--,--,71.6,2
17,00:01:10.93,00:01:09.00,0.23,0,0,0:05:05  ,0:05:01  ,0:04:18  ,191.703125,207.0,164.6879666017283,--,--,71.20869565217392,25
18,00:01:23.445,00:01:19.00,0.03,0,0,0:42:27  ,0:40:11  ,0:05:04  ,51.5625,196.0,73.53172166849542,--,--,71.46329113924051,3
19,00:01:09.863,00:01:08.00,0.22,0,3,0:05:20  ,0:05:12  ,0:04:26  ,184.703125,210.0,163.03890822231065,--,--,70.75294117647059,24
20,00:01:15.998,00:00:05.00,0.03,0,0,0:45:14  ,0:02:58  ,0:05:05  ,44.6875,196.0,79.6782063077222,--,--,69.80000000000001,3
21,00:01:09.577,00:01:06.00,0.23,3,0,0:05:01  ,0:04:46  ,0:04:28  ,191.796875,211.0,167.00173094952748,--,--,69.80000000000001,25
22,00:01:18.779,00:00:23.00,0.03,0,3,0:47:14  ,0:13:47  ,0:04:58  ,47.765625,198.0,71.36994913303333,--,--,69.80000000000001,2
23,00:01:06.427,00:01:05.00,0.23,0,0,0:04:49  ,0:04:43  ,0:04:20  ,196.734375,211.0,169.48879427189542,--,--,71.15692307692308,24
24,00:00:25.337,00:00:05.00,0.02,0,0,0:17:34  ,0:03:28  ,0:04:44  ,82.4375,202.0,111.0249952587884,--,--,69.80000000000001,2
Summary,00:30:23.755,00:20:08.00,2.98,3,13,0:10:11  ,0:06:45  ,0:04:18  ,111.03125,211.0,114.98119503969934,--,--,72.42598684210526,324
