Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:01:10.539,00:01:06.00,0.24,--,--,0:04:48  ,0:04:29  ,0:00:48  ,193.984375,215.0,172.6536482731374,99.0,124.0,--,8
2,00:01:14.650,00:00:37.00,0.05,--,--,0:23:22  ,0:11:34  ,0:03:42  ,38.390625,197.0,179.46444305373328,60.0,68.0,--,1
3,00:01:10.961,00:01:03.00,0.12,--,18,0:10:15  ,0:09:06  ,0:04:52  ,183.796875,211.0,85.31859213554355,118.0,156.0,--,9
4,00:01:14.213,00:00:46.00,0.07,19,--,0:18:38  ,0:11:33  ,0:05:04  ,52.90625,188.0,163.14466311503062,118.0,157.0,--,11
5,00:01:10.540,00:00:59.00,0.15,--,22,0:07:50  ,0:06:33  ,0:04:43  ,175.328125,205.0,117.10231824380936,145.0,173.0,--,12
6,00:01:16.941,00:00:40.00,0.06,23,--,0:22:14  ,0:11:33  ,0:05:15  ,40.0,189.0,180.89834802060247,159.0,173.0,--,17
7,00:01:11.508,00:01:05.00,0.17,--,32,0:06:56  ,0:06:18  ,0:03:26  ,183.984375,198.0,125.95281295254833,184.0,207.0,--,18
8,00:01:15.719,00:00:41.00,0.06,15,--,0:21:39  ,0:11:43  ,0:04:48  ,78.875,194.0,94.23448268401728,177.0,208.0,--,19
9,00:01:10.445,00:01:02.00,0.13,12,24,0:09:07  ,0:08:01  ,0:04:44  ,168.40625,200.0,104.80825531095583,180.0,193.0,--,18
10,00:01:12.287,00:00:39.00,0.04,18,--,0:32:43  ,0:17:39  ,0:05:18  ,65.28125,188.0,75.37212470240341,172.0,194.0,--,18
11,00:01:10.683,00:01:08.00,0.17,--,5,0:06:46  ,0:06:30  ,0:02:37  ,185.40625,201.0,128.20381501249832,189.0,210.0,--,18
12,00:01:21.133,00:00:39.00,0.04,--,--,0:30:37  ,0:14:42  ,0:04:57  ,59.421875,197.0,88.48648386891112,195.0,212.0,--,23
Summary,00:14:39.619,00:10:25.00,1.3,105,101,0:11:16  ,0:08:00  ,0:00:48  ,116.375,215.0,122.70481490204197,150.0,212.0,--,172
