Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:02:02.486,00:01:59.00,0.38,--,--,0:05:24  ,0:05:14  ,0:04:41  ,182.25,196.0,163.47211648179987,170.0,178.0,--,30
2,00:00:31.595,00:00:28.00,0.13,--,--,0:04:03  ,0:03:35  ,0:04:01  ,206.4375,215.0,192.08594891410905,172.0,175.0,--,8
3,00:06:01.628,00:00:59.00,0.18,--,--,0:33:32  ,0:05:28  ,0:04:00  ,39.609375,206.0,121.12378786413298,113.0,175.0,--,44
4,00:01:55.444,00:01:55.00,0.38,--,--,0:05:05  ,0:05:04  ,0:04:31  ,177.703125,201.0,177.70619415252145,173.0,194.0,--,29
5,00:00:34.362,00:00:31.00,0.12,--,--,0:04:40  ,0:04:12  ,0:04:32  ,194.9375,199.0,176.74557673099653,187.0,188.0,--,10
6,00:05:59.705,00:01:37.00,0.19,--,--,0:32:07  ,0:08:39  ,0:04:42  ,35.25,196.0,142.10226003903233,103.0,186.0,--,27
7,00:01:57.607,00:01:56.00,0.38,3,--,0:05:13  ,0:05:09  ,0:04:31  ,185.609375,201.0,165.88328972952118,134.0,145.0,--,19
8,00:00:32.704,00:00:29.00,0.12,--,--,0:04:22  ,0:03:52  ,0:04:34  ,194.296875,205.0,189.52880774832607,145.0,157.0,--,6
9,00:07:13.737,00:01:33.00,0.19,--,3,0:37:50  ,0:08:06  ,0:04:28  ,35.578125,203.0,119.53692998960182,104.0,152.0,--,35
10,00:01:58.676,00:01:57.00,0.37,--,--,0:05:24  ,0:05:19  ,0:04:53  ,181.984375,199.0,163.6324883100959,151.0,164.0,--,23
11,00:00:35.107,00:00:33.00,0.13,--,--,0:04:36  ,0:04:19  ,0:04:39  ,195.921875,202.0,178.37149379244332,159.0,161.0,--,8
12,00:07:45.460,00:01:34.00,0.23,--,--,0:33:07  ,0:06:41  ,0:04:47  ,42.09375,199.0,115.46802462321055,126.0,161.0,--,63
13,00:01:49.120,00:01:47.00,0.37,--,--,0:04:53  ,0:04:48  ,0:04:10  ,186.609375,205.0,176.1033407516368,146.0,160.0,--,20
14,00:00:30.814,00:00:28.00,0.13,--,--,0:04:02  ,0:03:40  ,0:03:51  ,204.578125,211.0,194.73751877916678,163.0,166.0,--,7
15,00:01:56.356,00:00:28.00,0.04,--,--,0:49:35  ,0:11:56  ,0:03:49  ,32.75,208.0,99.0852219314879,96.0,167.0,--,10
Summary,00:41:24.801,00:18:14.00,3.33,3,3,0:12:26  ,0:05:28  ,0:03:49  ,82.59375,215.0,156.66788510971554,125.0,194.0,--,339
