Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:08:01.243,00:08:01.00,1,61,44,0:08:01  ,0:08:01  ,0:07:14  ,162.265625,173.0,123.65474478729952,175.0,191.0,--,129
2,00:07:33.14,00:07:27.00,1,34,47,0:07:33  ,0:07:27  ,0:07:05  ,162.359375,171.0,131.28428593223958,146.0,156.0,--,94
3,00:00:17.26,00:00:13.00,0.03,--,--,0:10:31  ,0:08:01  ,0:07:30  ,114.171875,160.0,134.0507796205658,133.0,153.0,--,3
4,00:03:38.533,00:03:33.00,0.63,29,41,0:05:47  ,0:05:38  ,0:05:00  ,173.84375,184.0,160.07698000959815,146.0,158.0,--,43
5,00:01:01.336,00:00:20.00,0.04,--,--,0:28:32  ,0:09:18  ,0:05:57  ,75.921875,177.0,74.29225185242224,123.0,141.0,--,7
6,00:00:34.89,00:00:28.00,0.12,12,--,0:04:37  ,0:03:48  ,0:04:01  ,169.734375,212.0,204.9783216037827,144.0,169.0,--,4
7,00:02:02.772,00:00:43.00,0.07,13,--,0:29:19  ,0:10:15  ,0:04:23  ,53.796875,206.0,102.09015821493037,142.0,171.0,--,21
8,00:00:32.61,00:00:30.00,0.12,--,--,0:04:19  ,0:04:03  ,0:04:09  ,165.578125,203.0,224.54505872239778,147.0,176.0,--,4
9,00:02:03.850,00:01:45.00,0.15,--,5,0:13:28  ,0:11:25  ,0:04:04  ,142.0625,202.0,84.13226030143073,174.0,184.0,--,32
10,00:03:28.752,00:03:26.00,0.63,20,39,0:05:33  ,0:05:28  ,0:04:52  ,171.0,182.0,169.5825732977471,179.0,189.0,--,58
11,00:01:09.383,00:00:19.00,0.04,8,--,0:30:00  ,0:08:12  ,0:05:27  ,50.859375,180.0,105.50399810472977,148.0,174.0,--,13
12,00:00:35.40,00:00:34.00,0.12,15,--,0:04:49  ,0:04:41  ,0:04:25  ,170.6875,202.0,195.11143031707687,154.0,175.0,--,6
13,00:02:04.188,00:01:00.00,0.08,--,--,0:24:36  ,0:11:53  ,0:04:31  ,66.8125,201.0,97.85339434239452,140.0,176.0,--,19
14,00:00:33.755,00:00:30.00,0.12,--,--,0:04:31  ,0:04:01  ,0:04:04  ,163.125,201.0,217.8020439323665,137.0,156.0,--,3
15,00:02:04.865,00:01:47.00,0.16,--,--,0:13:12  ,0:11:19  ,0:04:08  ,141.75,192.0,85.99170787288386,134.0,160.0,--,16
16,00:03:35.313,00:03:30.00,0.63,19,42,0:05:42  ,0:05:34  ,0:05:01  ,170.234375,185.0,165.43607581542227,144.0,156.0,--,39
17,00:01:03.106,00:00:30.00,0.04,8,--,0:27:12  ,0:12:55  ,0:05:49  ,54.25,177.0,109.09886122713213,107.0,144.0,--,4
18,00:00:33.997,00:00:30.00,0.12,--,--,0:04:38  ,0:04:06  ,0:04:12  ,144.828125,199.0,239.0752389395165,125.0,166.0,--,2
