Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:05:20.197,00:05:13.00,1,36,30,0:05:20  ,0:05:13  ,0:04:12  ,0.0,0.0,--,--,--,77.09652996845426,115
2,00:05:30.867,00:05:27.00,1,52,23,0:05:30  ,0:05:27  ,0:05:16  ,0.0,0.0,--,--,--,73.04770642201835,119
3,00:05:38.811,00:05:36.00,1,39,69,0:05:38  ,0:05:36  ,0:04:54  ,0.0,0.0,--,--,--,77.11250000000001,117
4,00:05:35.358,00:05:34.00,1,56,62,0:05:35  ,0:05:34  ,0:05:07  ,0.0,0.0,--,--,--,75.24311377245509,119
5,00:05:08.456,00:05:07.00,0.96,59,52,0:05:21  ,0:05:20  ,0:03:17  ,0.0,0.0,--,--,--,75.17068403908794,111
Summary,00:27:13.689,00:27:10.00,4.96,243,236,0:05:29  ,0:05:28  ,0:03:17  ,0.0,0.0,--,--,--,75.53378212974296,581
