Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:28:24.00,--,4.85,--,--,0:05:51  ,--,--,--,--,--,--,--,--,515
Summary,00:29:03.00,00:28:24.00,4.97,--,--,0:05:50  ,0:05:42  ,--,--,--,--,--,--,--,527
