Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:22.6,00:22.0,0.09,3,0,0:04:13,0:04:07,0:03:37,135.90625,212,279.8748137,--,--,66.2,7
2,01:30.7,01:00.0,0.06,0,3,0:27:24,0:18:07,0:04:09,66.53125,210,88.27120117,--,--,66.2,5
3,00:22.8,00:19.0,0.08,10,0,0:04:28,0:03:43,0:03:49,168.90625,219,212.603771,--,--,65.91578947,7
4,01:29.8,01:14.0,0.06,0,10,0:25:01,0:20:37,0:04:04,55.5625,210,115.7836025,--,--,64.4,6
5,00:21.7,00:18.0,0.09,7,3,0:04:07,0:03:25,0:03:22,177.734375,230,219.7906842,--,--,64.4,6
6,01:31.6,00:59.0,0.06,0,3,0:26:13,0:16:53,0:03:37,46.171875,230,132.8823237,--,--,64.4,5
7,00:22.3,00:22.0,0.09,10,3,0:04:19,0:04:01,0:03:47,174.5,219,213.1363059,--,--,64.4,7
8,01:31.8,01:11.0,0.06,0,3,0:25:03,0:19:22,0:03:50,60.78125,219,105.7345786,--,--,64.4,5
9,00:22.1,00:19.0,0.09,0,0,0:04:14,0:03:38,0:03:14,187,242,203.1181643,--,--,64.4,6
10,01:33.4,01:31.0,0.06,7,10,0:25:53,0:25:13,0:03:40,53.59375,242,116.0300445,--,--,64.4,6
11,00:21.4,00:19.0,0.08,3,0,0:04:19,0:03:51,0:03:36,159.09375,223,233.6080706,--,--,64.4,6
12,04:13.5,04:11.0,0.19,3,7,0:22:31,0:22:18,0:03:37,41.21875,223,173.3283729,--,--,64.4,19
13,00:20.9,00:20.0,0.08,0,0,0:04:16,0:04:05,0:03:09,147.71875,230,254.7486499,--,--,64.4,6
14,01:30.0,01:27.0,0.06,7,7,0:24:02,0:23:14,0:04:08,52.0625,126,128.6104675,--,--,62.72413793,5
15,00:21.5,00:18.0,0.08,10,3,0:04:21,0:03:38,0:03:29,186.671875,245,197.8645032,--,--,62.6,6
16,01:32.8,01:20.0,0.08,3,3,0:19:50,0:17:05,0:03:39,102.125,245,79.42457026,--,--,62.6,7
17,00:21.4,00:19.0,0.08,0,0,0:04:13,0:03:44,0:03:37,127.234375,229,299.8501424,--,--,62.6,6
18,01:30.0,01:27.0,0.06,3,7,0:24:06,0:23:31,0:03:33,50.375,219,132.6022075,--,--,62.6,6
19,00:20.9,00:18.0,0.08,10,3,0:04:09,0:03:34,0:03:28,0,0,--,--,--,62.6,6
20,01:28.7,01:18.0,0.07,0,10,0:21:12,0:18:39,0:03:22,37.515625,170,202.27991,--,--,62.6,6
21,00:20.5,00:19.0,0.09,0,0,0:03:55,0:03:38,0:03:33,123,123,333.982035,--,--,62.6,6
22,01:29.3,01:27.0,0.06,10,10,0:23:53,0:23:16,0:03:30,62,123,108.6734292,--,--,62.6,6
23,00:19.2,00:18.0,0.08,7,0,0:04:05,0:03:49,0:03:42,115.265625,123,341.6284919,--,--,62.6,5
24,02:35.8,02:32.0,0.1,0,3,0:24:46,0:24:10,0:03:30,46.234375,125,140.4949653,--,--,61.54605263,9
25,00:19.3,00:18.0,0.08,13,7,0:03:55,0:03:38,0:03:08,64.734375,123,634.6700344,--,--,60.8,5
26,01:37.9,01:34.0,0.09,7,13,0:19:00,0:18:14,0:03:31,54.671875,123,154.9566562,--,--,60.8,7
Summary,28:12.2,26:51.0,2.11,112,108,0:13:22,0:12:44,0:03:08,68.625,245,155.2104045,--,--,63.44148936,171
