Split,Time,Moving Time,Distance,Elevation Gain,Elev Loss,Avg Pace,Avg Moving Paces,Best Pace,Avg Run Cadence,Max Run Cadence,Avg Stride Length,Avg HR,Max HR,Avg Temperature,Calories
1,00:02:32.983,00:02:29.00,0.49,10,384,0:05:14  ,0:05:06  ,0:04:20  ,0.0,0.0,--,--,--,74.01610738255033,55
2,00:02:28.49,00:01:34.00,0.1,0,0,0:25:55  ,0:16:27  ,0:05:00  ,0.0,0.0,--,--,--,73.4,9
3,00:01:07.527,00:01:04.00,0.24,0,0,0:04:39  ,0:04:24  ,0:03:49  ,0.0,0.0,--,--,--,73.4,23
4,00:03:19.12,00:02:43.00,0.15,0,0,0:22:20  ,0:18:17  ,0:04:33  ,0.0,0.0,--,--,--,71.6,15
5,00:00:32.299,00:00:28.00,0.12,0,0,0:04:35  ,0:03:58  ,0:03:57  ,0.0,0.0,--,--,--,71.6,10
6,00:01:33.645,00:00:55.00,0.05,0,0,0:28:30  ,0:16:45  ,0:04:16  ,0.0,0.0,--,--,--,70.63863636363637,4
7,00:00:32.78,00:00:26.00,0.12,3,0,0:04:30  ,0:03:39  ,0:03:57  ,0.0,0.0,--,--,--,71.19354838709677,9
8,00:01:34.312,00:00:48.00,0.06,0,3,0:25:36  ,0:13:01  ,0:04:04  ,0.0,0.0,--,--,--,69.80000000000001,5
9,00:02:32.101,00:02:30.00,0.51,16,13,0:05:00  ,0:04:56  ,0:04:11  ,0.0,0.0,--,--,--,69.25999999999999,55
10,00:02:33.552,00:01:04.00,0.05,0,3,0:48:25  ,0:20:10  ,0:04:52  ,0.0,0.0,--,--,--,68.0,5
11,00:01:06.353,00:01:01.00,0.25,10,7,0:04:29  ,0:04:07  ,0:03:54  ,0.0,0.0,--,--,--,68.95625000000001,23
12,00:03:17.795,00:00:53.00,0.14,3,7,0:23:19  ,0:06:15  ,0:04:29  ,0.0,0.0,--,--,--,68.78510638297873,11
13,00:00:31.410,00:00:24.00,0.12,0,0,0:04:21  ,0:03:20  ,0:04:00  ,0.0,0.0,--,--,--,69.80000000000001,9
14,00:01:35.745,00:01:27.00,0.12,0,0,0:13:06  ,0:11:54  ,0:03:57  ,0.0,0.0,--,--,--,69.80000000000001,14
15,00:02:31.571,00:02:31.00,0.5,13,10,0:05:01  ,0:05:00  ,0:04:15  ,0.0,0.0,--,--,--,68.64370860927153,55
16,00:02:29.355,00:01:44.00,0.05,0,0,0:47:09  ,0:32:51  ,0:05:02  ,0.0,0.0,--,--,--,68.0,4
17,00:01:07.19,00:00:58.00,0.25,0,0,0:04:28  ,0:03:52  ,0:04:00  ,0.0,0.0,--,--,--,68.94285714285715,22
18,00:03:34.817,00:03:14.00,0.18,0,3,0:19:38  ,0:17:43  ,0:04:19  ,0.0,0.0,--,--,--,69.11869158878505,19
19,00:00:27.830,00:00:23.00,0.11,0,0,0:04:03  ,0:03:21  ,0:03:32  ,0.0,0.0,--,--,--,69.80000000000001,8
20,00:16:15.153,00:03:46.00,0.23,0,7,1:09:52  ,0:16:11  ,0:03:29  ,0.0,0.0,--,--,--,75.06282183316169,17
Summary,00:51:42.606,00:31:19.00,3.85,56,436,0:13:26  ,0:08:08  ,0:03:29  ,0.0,0.0,--,--,--,71.70502901353966,372
